date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:23	18565/18565	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:23%20GMT	https://www.eduinx.com/job-guaranteed-courses	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/job-guaranteed-courses-2.html	(from https://www.eduinx.com/)
10:06:24	20258/20258	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:24%20GMT	https://www.eduinx.com/about-us	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/about-us-2.html	(from https://www.eduinx.com/)
10:06:24	39887/39887	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:24%20GMT	https://www.eduinx.com/assets/images/instructors/sabyasachi.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/sabyasachi.png	(from https://www.eduinx.com/)
10:06:24	35909/35909	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:24%20GMT	https://www.eduinx.com/assets/images/instructors/amit.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/amit.png	(from https://www.eduinx.com/)
10:06:24	58872/58872	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:24%20GMT	https://www.eduinx.com/assets/images/instructors/dakshini.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/dakshini.png	(from https://www.eduinx.com/)
10:06:25	30835/30835	---M-Z	200	added ('OK')	text/plain	etag:%227873-679238a3-aa585029c145e506;gz%22	https://www.eduinx.com/assets/images/instructors/Thejasvi.jfif	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/Thejasvi.jfif	(from https://www.eduinx.com/)
10:06:25	15811/15811	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:25%20GMT	https://www.eduinx.com/assets/images/instructors/NikhileshTayal.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/NikhileshTayal.jpg	(from https://www.eduinx.com/)
10:06:25	80357/80357	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:25%20GMT	https://www.eduinx.com/assets/images/instructors/Dr.%20Arpit%20Yadav.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/Dr.%20Arpit%20Yadav.jpg	(from https://www.eduinx.com/)
10:06:25	22932/22932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:25%20GMT	https://www.eduinx.com/assets/images/instructors/udayan.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/udayan.jpg	(from https://www.eduinx.com/)
10:06:25	20632/20632	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:25%20GMT	https://www.eduinx.com/assets/images/instructors/Arpit_sharma.jpeg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/Arpit_sharma.jpg	(from https://www.eduinx.com/)
10:06:26	28801/28801	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:26%20GMT	https://www.eduinx.com/assets/images/instructors/Lavanya_srivastava.jpeg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/instructors/Lavanya_srivastava.jpg	(from https://www.eduinx.com/)
10:06:26	5669/5669	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:26%20GMT	https://www.eduinx.com/assets/images/compainies/ibm.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/ibm.png	(from https://www.eduinx.com/)
10:06:26	8048/8048	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:26%20GMT	https://www.eduinx.com/assets/images/compainies/amazon.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/amazon.png	(from https://www.eduinx.com/)
10:06:26	6497/6497	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:26%20GMT	https://www.eduinx.com/assets/images/compainies/accenture.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/accenture.png	(from https://www.eduinx.com/)
10:06:27	6339/6339	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:27%20GMT	https://www.eduinx.com/assets/images/compainies/capgemini.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/capgemini.png	(from https://www.eduinx.com/)
10:06:27	3583/3583	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:27%20GMT	https://www.eduinx.com/assets/images/compainies/cisco.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/cisco.png	(from https://www.eduinx.com/)
10:06:27	2292/2292	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:27%20GMT	https://www.eduinx.com/assets/images/compainies/microsoft.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/microsoft.png	(from https://www.eduinx.com/)
10:06:27	5277/5277	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:27%20GMT	https://www.eduinx.com/assets/images/compainies/tcs.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/tcs.png	(from https://www.eduinx.com/)
10:06:27	7320/7320	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:27%20GMT	https://www.eduinx.com/assets/images/compainies/wipro.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/compainies/wipro.png	(from https://www.eduinx.com/)
10:06:28	6619/6619	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:28%20GMT	https://www.eduinx.com/assets/images/articles/author/Akassh_Vijay.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/articles/author/Akassh_Vijay.jpg	(from https://www.eduinx.com/)
10:06:28	32055/32055	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:28%20GMT	https://www.eduinx.com/blog-repository/ai-product-manager-skills	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/blog-repository/ai-product-manager-skills.html	(from https://www.eduinx.com/)
10:06:28	33327/33327	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:28%20GMT	https://www.eduinx.com/blog-repository/ai-product-management-guide	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/blog-repository/ai-product-management-guide.html	(from https://www.eduinx.com/)
10:06:28	32355/32355	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:28%20GMT	https://www.eduinx.com/blog-repository/future-of-data-science	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/blog-repository/future-of-data-science.html	(from https://www.eduinx.com/)
10:06:29	94000/94000	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:29%20GMT	https://www.eduinx.com/assets/images/footer-bg.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/footer-bg.png	(from https://www.eduinx.com/)
10:06:29	58746/58746	---M-Z	200	added ('OK')	text/html	etag:%22e57a-6864f7cd-f91ff24a9d3f490e;gz%22	https://www.eduinx.com/index	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/index-2.html	(from https://www.eduinx.com/)
10:06:29	65189/65189	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:29%20GMT	https://www.eduinx.com/assets/images/logo/new_logo_white.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/logo/new_logo_white.png	(from https://www.eduinx.com/)
10:06:29	22982/22982	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:29%20GMT	https://www.eduinx.com/policy/Privacy-Policy	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/policy/Privacy-Policy.html	(from https://www.eduinx.com/)
10:06:30	34872/34872	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:30%20GMT	https://www.eduinx.com/policy/terms-and-conditions	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/policy/terms-and-conditions.html	(from https://www.eduinx.com/)
10:06:30	14255/14255	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:30%20GMT	https://www.eduinx.com/policy/refund-cancellation-policy	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/policy/refund-cancellation-policy.html	(from https://www.eduinx.com/)
10:06:30	16904/16904	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:30%20GMT	https://www.eduinx.com/contact-us	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/contact-us-2.html	(from https://www.eduinx.com/)
10:06:30	21884/21884	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:30%20GMT	https://www.eduinx.com/instructors	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/instructors.html	(from https://www.eduinx.com/)
10:06:31	51385/51385	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:31%20GMT	https://www.eduinx.com/our-team	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/our-team.html	(from https://www.eduinx.com/)
10:06:31	23149/23149	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:31%20GMT	https://www.eduinx.com/faqs	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/faqs.html	(from https://www.eduinx.com/)
10:06:31	13290/13290	---M-Z	200	added ('OK')	application/x-javascript	etag:%2233ea-6855dd34-1185f8c530778e3;gz%22	https://www.eduinx.com/assets/js/index.js	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/js/index.js	(from https://www.eduinx.com/)
10:06:32	83743/83743	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:32%20GMT	https://www.eduinx.com/assets/images/home_1.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/home_1.jpg	(from https://www.eduinx.com/assets/css/index.css)
10:06:32	25030/25030	---M-Z	200	added ('OK')	text/css	etag:%2261c6-68430e57-3999eba26ee97aac;gz%22	https://www.eduinx.com/assets/css/style.css	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/css/style.css	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:32	52817/52817	---M-Z	200	added ('OK')	text/css	etag:%22ce51-67c06978-115bfb808e34b9a4;gz%22	https://www.eduinx.com/assets/css/style1.css	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/css/style1.css	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:33	827/827	---M-Z	200	added ('OK')	image/svg+xml	etag:%2233b-679238a3-155deba7a76cd508;gz%22	https://www.eduinx.com/assets/images/hero-bg.svg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/hero-bg.svg	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:33	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22119f-68074818-2421b6b2da12ac81;;;%22	https://www.eduinx.com/assets/images/hero-banner-1.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/hero-banner-1.jpg	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:33	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22119f-68074818-2421b6b2da12ac81;;;%22	https://www.eduinx.com/assets/images/hero-banner-2.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/hero-banner-2.jpg	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:33	19087/19087	---M-Z	200	added ('OK')	image/svg+xml	etag:%224a8f-679238a3-3ba5f58eaedabd24;gz%22	https://www.eduinx.com/assets/images/hero-shape-1.svg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/hero-shape-1.svg	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:34	15043/15043	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:34%20GMT	https://www.eduinx.com/assets/images/hero-shape-2.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/hero-shape-2.png	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:34	40195/40195	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:34%20GMT	https://www.eduinx.com/milestone-achievers	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/milestone-achievers-2.html	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:34	67145/67145	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:34%20GMT	https://www.eduinx.com/webinar	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/webinar.html	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:34	26740/26740	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jul%202025%2004:36:34%20GMT	https://www.eduinx.com/elevateX	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/elevateX-2.html	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:35	23202/23202	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jul%202025%2004:36:35%20GMT	https://www.eduinx.com/assets/images/course/ds_course.jpg	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/course/ds_course.jpg	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:35	83533/83533	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:35%20GMT	https://www.eduinx.com/assets/images/articles/trend_11.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/articles/trend_11.png	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:36	1711/1711	---M-Z	200	added ('OK')	application/x-javascript	etag:%226af-679289e4-370aeb5b6dec8825;gz%22	https://www.eduinx.com/assets/js/script.js	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/js/script.js	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:36	613582/613582	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:35%20GMT	https://www.eduinx.com/assets/images/articles/article_19.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/articles/article_19.png	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:36	399/399	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:19%20GMT	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:36	119513/119513	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:22%20GMT	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	(from https://www.eduinx.com/job-guaranteed-courses.php)
10:06:37	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-2421b6b2da12ac81;gz%22	https://www.eduinx.com/courses/favicon.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/courses/favicon.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:37	37414/37414	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-9226%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.css	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.css	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:37	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22613fa20b-3171%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:37	79434/79434	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:37%20GMT	https://www.eduinx.com/assets/images/course/ds5.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/course/ds5.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:37	2438/2438	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:37%20GMT	https://www.eduinx.com/assets/images/icons/workingprofessional.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/workingprofessional.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:38	1931/1931	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:38%20GMT	https://www.eduinx.com/assets/images/icons/career-counselling-colored.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/career-counselling-colored.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:38	2705/2705	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:38%20GMT	https://www.eduinx.com/assets/images/icons/alumnistatus.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/alumnistatus.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:38	2923/2923	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:38%20GMT	https://www.eduinx.com/assets/images/icons/basecamps.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/basecamps.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:38	1518/1518	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:38%20GMT	https://www.eduinx.com/assets/images/icons/assignments.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/assignments.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:39	1808/1808	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:39%20GMT	https://www.eduinx.com/assets/images/icons/hoursoflearning.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/hoursoflearning.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:39	1518/1518	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:39%20GMT	https://www.eduinx.com/assets/images/icons/hours-of-learning.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/hours-of-learning.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:39	2201/2201	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:39%20GMT	https://www.eduinx.com/assets/images/icons/mentorship.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/icons/mentorship.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:39	2462/2462	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:39%20GMT	https://www.eduinx.com/assets/images/tools/tableau.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/tools/tableau.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:40	3007/3007	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:40%20GMT	https://www.eduinx.com/assets/images/tools/python.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/tools/python.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:40	1791/1791	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:40%20GMT	https://www.eduinx.com/assets/images/tools/aws.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/tools/aws.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:40	4960/4960	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:40%20GMT	https://www.eduinx.com/assets/images/tools/hadoop.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/tools/hadoop.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
10:06:40	1902/1902	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2004:36:40%20GMT	https://www.eduinx.com/assets/images/tools/Keras.png	C:/Users/KIRTI%20GARG/OneDrive/Desktop/edu/www.eduinx.com/assets/images/tools/Keras.png	(from https://www.eduinx.com/courses/data-science-with-generative-ai)
